MPC,MPC SIZE,"Net Amount no VAT (Ret, 445)","Qty sold (Ret, 445)",On hand Qty,In transit Qty,445 Year,445 Month,445 Week,Date YYYYMMDD,Transaction ID,Min Sale Date (Ret),Country,Store,Gender (code),Comm. Category SubGroup,Comm. Category Group,Comm. Category,Comm. SubCategory,Operative Brand,Group,Style (code),Fabric (code),Color (code),Color,Fabric,Theme (code),Current Sale Season (code),Size (code),MFO/EOS,MD DATE,CURRENT MD STATUS,MD %,SEASON DROP
1021611DVIT3T1U38V,1021611DVIT3T1U38V@UNICA,619.5,1,,2,FY2026,06,22,20250829,17676455,8/29/2025,USA,OUTLET Miami Sawgrass,F,BAGS,Accessories,BAGS,TOTE,Versace Accessories,LA MEDUSA,1021611,DVIT3T,1U38V,Blue-Blue-Versace Gold,CALF LEATHER,MFO,2024AI,UNICA,MFO,20250827,MD,40%,FW24 MFO Main Drop 0
10124941A008681B00P,10124941A008681B00P@400,735,1,,0,FY2026,06,22,20250829,17676455,8/29/2025,USA,OUTLET Miami Sawgrass,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,GIANNI RIBBON,1012494,1A00868,1B00P,Black-Palladium,FABRIC,*,2024AI,400,EOS,,FP,,FW24 EOS - Aug 25 Drop
10122601A102422EO00,10122601A102422EO00@5XL,276.5,1,,0,FY2026,06,22,20250829,17676458,8/29/2025,USA,OUTLET SF Livermore,M,RTW,Ready to Wear,JERSEY,POLO,Versace Apparel,-missing description-,1012260,1A10242,2EO00,Anthracite+Silver,COTTON PIQUET 30/1 + HERITAGE PRINT COLLAR + LOGO EMBROIDERY,MFO,2024PE,5XL,MFO,20250926,MD,30%,Prev Gaze (SS24 or older)
10106311A006203J000,10106311A006203J000@UNICA,157.5,1,2,0,FY2026,06,22,20250829,17676459,8/29/2025,USA,OUTLET Las Vegas North Premium,X,FASHION JEWELRY,Accessories,FASHION JEWELRY,EARRINGS,Versace Accessories,MEDUSA COIN,1010631,1A00620,3J000,Versace Gold,METAL,MFO,2025PE,UNICA,MFO,,FP,,ACT SS25 GAZE
1011851A2313772U5C0,1011851A2313772U5C0@M,-17,-1,2,0,FY2026,06,22,20250829,17676460,8/29/2025,USA,OUTLET Las Vegas North Premium,M,RTW,Ready to Wear,JERSEY,POLO,Versace Apparel,-missing description-,1011851,A231377,2U5C0,Pastel Blue 95+Gold,PIQUET COTONE 30/1,MFO,2024AI,M,MFO,,FP,,FW24 MFO Main Drop 1
10122601A102422B130,10122601A102422B130@2XL,276.5,1,2,3,FY2026,06,22,20250829,17676460,8/29/2025,USA,OUTLET Las Vegas North Premium,M,RTW,Ready to Wear,JERSEY,POLO,Versace Apparel,-missing description-,1012260,1A10242,2B130,Black+Gold,COTTON PIQUET 30/1 + HERITAGE PRINT COLLAR + LOGO EMBROIDERY,MFO,2024PE,2XL,MFO,20250926,MD,30%,Prev Gaze (SS24 or older)
10119421A086831B000,10119421A086831B000@410,-550,-1,,0,FY2026,06,22,20250829,17676460,8/29/2025,USA,OUTLET Las Vegas North Premium,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,NEW RUNNER,1011942,1A08683,1B000,Black,FABRIC+CALF LEATHER+CALF LEATHER+FABRIC,MFO,2024PE,410,MFO,20250926,MD,50%,Prev Gaze (SS24 or older)
10154371A109252B02P,10154371A109252B02P@435,236.25,1,,0,FY2026,06,22,20250829,17676460,8/29/2025,USA,OUTLET Las Vegas North Premium,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,ODISSEA,1015437,1A10925,2B02P,Black+White-Palladium,CALF LEATHER+SUEDE+FABRIC,*,2024AI,435,EOS,20250827,MD,50%,FW24 DTO-Nov 24 Drop
10185341A081761B00V,10185341A081761B00V@410,385,1,,0,FY2026,06,22,20250829,17676461,8/29/2025,USA,OUTLET Chicago Fashion,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,LA MEDUSA,1018534,1A08176,1B00V,Black-Versace Gold,PATENT LEATHER+METAL HW,MFO,2024AI,410,MFO,,FP,,FW24 MFO Main Drop 1
DBSI159S1A081761B00V,DBSI159S1A081761B00V@UNICA,577.5,1,5,0,FY2026,06,22,20250829,17676461,8/29/2025,USA,OUTLET Chicago Fashion,F,SLG,Accessories,SLG,WALLET,Versace Accessories,ICON,DBSI159S,1A08176,1B00V,Black-Versace Gold,PATENT LEATHER+METAL HW,MFO,2024PE,UNICA,MFO,,FP,,Prev Gaze (SS24 or older)
DG5F028SDJMX4J090,DG5F028SDJMX4J090@19,206.5,1,,0,FY2026,06,22,20250829,17676461,8/29/2025,USA,OUTLET Chicago Fashion,X,FASHION JEWELRY,Accessories,FASHION JEWELRY,RING,Versace Accessories,MEDUSA CRYSTAL,DG5F028S,DJMX,4J090,Versace Gold-Crystal,METAL+STRASS,MFO,2025PE,19,MFO,,FP,,ACT SS25 GAZE
A89500S1A140502BI10,A89500S1A140502BI10@2XL,190.01,1,,0,FY2026,06,22,20250829,17676462,8/29/2025,Canada,OUTLET Vancouver,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,A89500S,1A14050,2BI10,Black+Gold,COMMTO JERSEY + MEDUSA EMBROIDERY,MFO,2025PE,2XL,MFO,,FP,,ACT SS25 GAZE
R740010R100MLSRNUL,R740010R100MLSRNUL@TU,120,1,4,0,FY2026,06,22,20250829,17676463,8/29/2025,USA,OUTLET SF Livermore,M,LICENSES,Licenses,FRAGRANCES,FRAGRANCES,Versace Perfumes,-missing description-,R740010,R100MLS,RNUL,NUL,100 ML SPRAY,*,*,TU,EOS,,FP,,FP Licenses -BTQS + OUTLETS
10097071A042671GM1V,10097071A042671GM1V@450,276.5,1,,0,FY2026,06,22,20250829,17676463,8/29/2025,USA,OUTLET SF Livermore,M,SHOES,Accessories,SHOES,DRIVERS,Versace Accessories,LA GRECA,1009707,1A04267,1GM1V,Dark Olive-Versace Gold,SUEDE LEATHER,MFO,2024AI,450,MFO,,FP,,FW24 MFO Main Drop 2
10160851A112581KD40,10160851A112581KD40@450,192.5,1,,0,FY2026,06,22,20250829,17676463,8/29/2025,USA,OUTLET SF Livermore,M,SHOES,Accessories,SHOES,SLIPPERS,Versace Accessories,VILLA,1016085,1A11258,1KD40,Sand,SUEDE+VERSACE MICROINJECTION,*,2024AI,450,EOS,20250827,MD,50%,FW24 EOS - July 25 Drop
10154371A109252B02P,10154371A109252B02P@435,-236.25,-1,,0,FY2026,06,22,20250829,17676464,8/29/2025,USA,OUTLET Las Vegas North Premium,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,ODISSEA,1015437,1A10925,2B02P,Black+White-Palladium,CALF LEATHER+SUEDE+FABRIC,*,2024AI,435,EOS,20250827,MD,50%,FW24 DTO-Nov 24 Drop
10133521A157172WH8V,10133521A157172WH8V@UNICA,717.5,1,6,0,FY2026,06,22,20250829,17676465,8/29/2025,USA,OUTLET Camarillo Premium,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON,1013352,1A15717,2WH8V,White+Black-Versace Gold,TWEED WOOL  LUREX FABRIC+METAL HW,MFO,2024AI,UNICA,MFO,,FP,,FW24 MFO Main Drop 1
10147481A159542W02V,10147481A159542W02V@390,367.5,1,1,0,FY2026,06,22,20250829,17676465,8/29/2025,USA,OUTLET Camarillo Premium,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,ICON,1014748,1A15954,2W02V,White+Black-Versace Gold,FABRIC,MFO,2024AI,390,MFO,,FP,,FW24 MFO Main Drop 1
1021480DVIT2T1B00V,1021480DVIT2T1B00V@UNICA,315,1,8,0,FY2026,06,22,20250829,17676466,8/29/2025,USA,OUTLET Orlando Vineland Premium,F,SLG,Accessories,SLG,WALLET,Versace Accessories,LA MEDUSA,1021480,DVIT2T,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2024AI,UNICA,MFO,,FP,,FW24 MFO Main Drop 1
10133521A039121E99V,10133521A039121E99V@UNICA,717.5,1,16,0,FY2026,06,22,20250829,17676467,8/29/2025,USA,OUTLET Orlando Vineland Premium,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON,1013352,1A03912,1E99V,Greige - Versace Gold,QUILTED LAMB+LAMB LEATHER+METAL HW,MFO,2024AI,UNICA,MFO,,FP,,FW24 MFO Main Drop 2
10037011A006341B00V,10037011A006341B00V@405,385,1,,0,FY2026,06,22,20250829,17676467,8/29/2025,USA,OUTLET Orlando Vineland Premium,M,SHOES,Accessories,SHOES,DRIVERS,Versace Accessories,DRIVERS,1003701,1A00634,1B00V,Black-Versace Gold,SUEDE,*,2024AI,405,EOS,,FP,,FW24 EOS - July 25 Drop
10155911A120531K56V,10155911A120531K56V@415,-296.25,-1,1,0,FY2026,06,22,20250829,17676467,8/29/2025,USA,OUTLET Orlando Vineland Premium,M,SHOES,Accessories,SHOES,DRIVERS,Versace Accessories,ICON,1015591,1A12053,1K56V,Beige-Versace Gold,SUEDE+ENAMEL HW,MFO,2024AI,415,MFO,20250926,MD,20%,SS24 MFO Main Drop 1
10133771A104581W010,10133771A104581W010@430,173.25,1,5,4,FY2026,06,22,20250829,17676469,8/29/2025,USA,OUTLET Orlando Vineland Premium,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,NEW BASKET,1013377,1A10458,1W010,White,CALF LEATHER+FABRIC,MFO,2024PE,430,MFO,20250926,MD,50%,Prev Gaze (SS24 or older)
10207151A150331B00V,10207151A150331B00V@UNICA,906.5,1,7,0,FY2026,06,22,20250829,17676470,8/29/2025,USA,OUTLET Camarillo Premium,F,BAGS,Accessories,BAGS,TOTE,Versace Accessories,ICON,1020715,1A15033,1B00V,Black-Versace Gold,CALF LEATHER + METAL HW,MFO,2024AI,UNICA,MFO,,FP,,FW24 MFO Main Drop 1
10133531A039121PV4V,10133531A039121PV4V@UNICA,766.5,1,,0,FY2026,06,22,20250829,17676471,8/29/2025,USA,OUTLET NY Woodbury,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON,1013353,1A03912,1PV4V,Soft Pink-Versace Gold,QUILTED LAMB+LAMB LEATHER+METAL HW,MFO,2024PE,UNICA,MFO,20250926,MD,20%,SS24 MFO Main Drop 1
O4383OGB18756ONUL,O4383OGB18756ONUL@TU,149.4,1,7,0,FY2026,06,22,20250829,17676471,8/29/2025,USA,OUTLET NY Woodbury,F,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O4383,OGB18756,ONUL,NUL,BLACK,*,*,TU,EOS,20241115,MD,40%,"EOS Licenses for OUTL -AGED, SLOWSELLERS OUTL"
1011851A2313772B130,1011851A2313772B130@M,276.5,1,,0,FY2026,06,22,20250829,17676472,8/29/2025,USA,OUTLET SF Livermore,M,RTW,Ready to Wear,JERSEY,POLO,Versace Apparel,-missing description-,1011851,A231377,2B130,Black+Gold,PIQUET COTONE 30/1,MFO,2025PE,M,MFO,,FP,,ACT SS25 GAZE
10155381A040931B00V,10155381A040931B00V@UNICA,766.5,1,27,0,FY2026,06,22,20250829,17676473,8/29/2025,USA,OUTLET Miami Sawgrass,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,VIRTUS,1015538,1A04093,1B00V,Black-Versace Gold,GRAINY CALF,MFO,2024AI,UNICA,MFO,,FP,,FW24 MFO Main Drop 1
1009707D1VS1B00P,1009707D1VS1B00P@425,332.5,1,,0,FY2026,06,22,20250829,17676477,8/29/2025,USA,OUTLET Las Vegas North Premium,M,SHOES,Accessories,SHOES,DRIVERS,Versace Accessories,LA GRECA,1009707,D1VS,1B00P,Black-Palladium,CALF LEATHER,MFO,2025PE,425,MFO,,FP,,ACT SS25 GAZE
10217241A161992BS70,10217241A161992BS70@52,472.5,1,2,0,FY2026,06,22,20250829,17676480,8/29/2025,USA,OUTLET LA Cabazon,M,RTW,Ready to Wear,KNITWEAR,SWEATER,Versace Apparel,-missing description-,1021724,1A16199,2BS70,Black+White,GRECA JACQUARD + LOGO EMBROIDERY COTTON BLEND,MFO,2024AI,52,MFO,,FP,,FW24 MFO Main Drop 1
10103251A021502UC4E,10103251A021502UC4E@100,297.5,1,,0,FY2026,06,22,20250829,17676481,8/29/2025,USA,OUTLET Chicago Fashion,M,BELT,Accessories,BELT,BELT,Versace Accessories,LA MEDUSA,1010325,1A02150,2UC4E,Navy Blue+Black-Ruthenium,CALF LEATHER,MFO,2025PE,100,MFO,,FP,,ACT SS25 GAZE
10133531A039121B00P,10133531A039121B00P@UNICA,459.9,1,,0,FY2026,06,22,20250829,17676483,8/29/2025,USA,OUTLET Orlando Vineland Premium,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON,1013353,1A03912,1B00P,Black-Palladium,QUILTED LAMB+LAMB LEATHER+METAL HW,MFO,2024PE,UNICA,MFO,20250926,MD,50%,Prev Gaze (SS24 or older)
10216021A159581U38V,10216021A159581U38V@UNICA,393.7,1,1,0,FY2026,06,22,20250829,17676484,8/29/2025,Canada,OUTLET Halton Hills,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,LA MEDUSA,1021602,1A15958,1U38V,Blue-Blue-Versace Gold,CALF LEATHER,MFO,2024AI,UNICA,MFO,20250827,MD,40%,FW24 MFO Main Drop 0
10147481A139412GI4V,10147481A139412GI4V@400,180.89,1,,0,FY2026,06,22,20250829,17676484,8/29/2025,Canada,OUTLET Halton Hills,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,ICON,1014748,1A13941,2GI4V,Mint+White-Versace Gold,FABRIC,MFO,2024PE,400,MFO,20250926,MD,50%,SS24 MFO Flash Drop 3
10192291A081761B00V,10192291A081761B00V@380,367.5,1,2,0,FY2026,06,22,20250829,17676486,8/29/2025,USA,OUTLET NY Woodbury,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,LA MEDUSA,1019229,1A08176,1B00V,Black-Versace Gold,PATENT LEATHER+METAL HW,MFO,2024AI,380,MFO,,FP,,FW24 MFO Main Drop 1
10083241A120392W110,10083241A120392W110@52,262.5,1,,0,FY2026,06,22,20250829,17676488,8/29/2025,USA,OUTLET Miami Sawgrass,F,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1008324,1A12039,2W110,White+Gold,COTTON JERSEY FABRIC WITH VERSACE OUTLINE EMBROIDERY,MFO,2025PE,52,MFO,,FP,,ACT SS25 GAZE
10135681A100782W110,10135681A100782W110@390,595,1,2,0,FY2026,06,22,20250829,17676488,8/29/2025,USA,OUTLET Miami Sawgrass,F,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,LA GRECA,1013568,1A10078,2W110,White+Gold,RESPONSIBLE FABRIC+ EMBROIDERY,*,2026PE,390,EOS,,FP,,"FP La greca sneaker styles - Jun 25 Drop, Expanded to Additional Doors Sep 25"
R702232R100MLSRNUL,R702232R100MLSRNUL@TU,148,1,7,0,FY2026,06,22,20250829,17676490,8/29/2025,USA,OUTLET San Marcos Premium,F,LICENSES,Licenses,FRAGRANCES,FRAGRANCES,Versace Perfumes,-missing description-,R702232,R100MLS,RNUL,NUL,100 ML SPRAY,*,*,TU,EOS,,FP,,FP Licenses -BTQS + OUTLETS
R7200624RSETRNUL,R7200624RSETRNUL@TU,105,1,,0,FY2026,06,22,20250829,17676490,8/29/2025,USA,OUTLET San Marcos Premium,M,LICENSES,Licenses,FRAGRANCES,FRAGRANCES,Versace Perfumes,-missing description-,R7200624,RSET,RNUL,NUL,SET,*,*,TU,EOS,,FP,,EOS Licenses for OUTL -OUTLETS
10212421A156431B000,10212421A156431B000@430,332.5,1,5,0,FY2026,06,22,20250829,17676494,8/29/2025,USA,OUTLET NY Woodbury,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,MILANO RUNNER,1021242,1A15643,1B000,Black,LEATHER+SUEDE+BAROQUE JACQUARD NYLON+VERSACE EMBRODERY,MFO,2024AI,430,MFO,,FP,,FW24 MFO Main Drop 1
10192661A020871W00V,10192661A020871W00V@370,385,1,1,0,FY2026,06,22,20250829,17676496,8/29/2025,USA,OUTLET Miami Sawgrass,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,LA MEDUSA,1019266,1A02087,1W00V,Optical White-Versace Gold,CALF LEATHER,MFO,2025PE,370,MFO,,FP,,FW24 MFO Main Drop 1
R721008R050MLSRNUL,R721008R050MLSRNUL@TU,94,1,8,0,FY2026,06,22,20250829,17676497,8/29/2025,USA,OUTLET Houston Premium,M,LICENSES,Licenses,FRAGRANCES,FRAGRANCES,Versace Perfumes,-missing description-,R721008,R050MLS,RNUL,NUL,50 ML SPRAY,*,*,TU,EOS,,FP,,EOS Licenses for OUTL -OUTLETS
10133021A114092W580,10133021A114092W580@L,306.25,1,,0,FY2026,06,22,20250829,17676498,8/29/2025,USA,OUTLET Houston Premium,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1013302,1A11409,2W580,White + Print,COMPACT COTTON JERSEY FABRIC + HOLIDAY PRINT,*,2024AI,L,EOS,20250814,MD,30%,FW24 LA VACANZA - APR 25
ZACJ00008ZCOSP052Z4800,ZACJ00008ZCOSP052Z4800@XXL,550,1,2,0,FY2026,06,22,20250829,17676499,8/29/2025,USA,OUTLET Miami Sawgrass,X,HOME,Home,TEXTILE,TEXTILE,Versace Home,-missing description-,ZACJ00008,ZCOSP052,Z4800,BLACK,TESSUTO SPUGNA COTONE,*,2026PE,XXL,EOS,,FP,,FP Robes & Slippers
ZSLB00002ZCOSP052Z4004,ZSLB00002ZCOSP052Z4004@XL,122.5,1,,1,FY2026,06,22,20250829,17676499,8/29/2025,USA,OUTLET Miami Sawgrass,X,HOME,Home,TEXTILE,TEXTILE,Versace Home,-missing description-,ZSLB00002,ZCOSP052,Z4004,GOLD,TESSUTO SPUGNA COTONE,*,2026PE,XL,EOS,,FP,,FP Robes & Slippers
1014245DVIT2T1KB7V,1014245DVIT2T1KB7V@UNICA,402.82,1,6,0,FY2026,06,22,20250829,17676500,8/29/2025,Canada,OUTLET Halton Hills,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,LA MEDUSA,1014245,DVIT2T,1KB7V,Summer Nude - Versace Gold,CALF LEATHER,MFO,2024AI,UNICA,MFO,,FP,,Prev Gaze (SS24 or older)
R750032R100MLSRNUL,R750032R100MLSRNUL@TU,130,1,1,0,FY2026,06,22,20250829,17676501,8/29/2025,USA,OUTLET Las Vegas North Premium,F,LICENSES,Licenses,FRAGRANCES,FRAGRANCES,Versace Perfumes,-missing description-,R750032,R100MLS,RNUL,NUL,100 ML SPRAY,*,*,TU,EOS,,FP,,FP Licenses -BTQS + OUTLETS
10213521A156295B000,10213521A156295B000@2XL,385,1,2,0,FY2026,06,22,20250829,17676503,8/29/2025,USA,OUTLET Miami Sawgrass,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1021352,1A15629,5B000,Black+Gold,ORGANIC COTTON JERSEY FABRIC WITH CLASSIC BAROQUE PRINT,MFO,2024AI,2XL,MFO,,FP,,FW24 MFO Main Drop 1
10133521A039121E99V,10133521A039121E99V@UNICA,684.04,1,4,1,FY2026,06,22,20250829,17676504,8/29/2025,Canada,OUTLET Halton Hills,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON,1013352,1A03912,1E99V,Greige - Versace Gold,QUILTED LAMB+LAMB LEATHER+METAL HW,MFO,2024AI,UNICA,MFO,,FP,,FW24 MFO Main Drop 2
DBSI159S1A081761B00V,DBSI159S1A081761B00V@UNICA,556.5,1,5,0,FY2026,06,22,20250829,17676506,8/29/2025,USA,OUTLET Miami Sawgrass,F,SLG,Accessories,SLG,WALLET,Versace Accessories,ICON,DBSI159S,1A08176,1B00V,Black-Versace Gold,PATENT LEATHER+METAL HW,MFO,2024PE,UNICA,MFO,,FP,,Prev Gaze (SS24 or older)
R07126R050MLSRNUL,R07126R050MLSRNUL@TU,110,1,2,2,FY2026,06,22,20250829,17676508,8/29/2025,USA,OUTLET Miami Sawgrass,F,LICENSES,Licenses,FRAGRANCES,FRAGRANCES,Versace Perfumes,-missing description-,R07126,R050MLS,RNUL,NUL,50 ML SPRAY,*,*,TU,EOS,,FP,,EOS Licenses for OUTL -OUTLETS
R740010R100MLSRNUL,R740010R100MLSRNUL@TU,120,1,3,0,FY2026,06,22,20250829,17676508,8/29/2025,USA,OUTLET Miami Sawgrass,M,LICENSES,Licenses,FRAGRANCES,FRAGRANCES,Versace Perfumes,-missing description-,R740010,R100MLS,RNUL,NUL,100 ML SPRAY,*,*,TU,EOS,,FP,,FP Licenses -BTQS + OUTLETS
10102601A007692B020,10102601A007692B020@44,346.5,1,3,0,FY2026,06,22,20250829,17676509,8/29/2025,USA,OUTLET Orlando Vineland Premium,F,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1010260,1A00769,2B020,Black+White,JERSEY FABRIC VERSACE LOGO SERIES,MFO,2024AI,44,MFO,,FP,,ACT FW24 GAZE - OUT FOR SS25
10162941A114765E350,10162941A114765E350@2XL,556.5,1,1,0,FY2026,06,22,20250829,17676509,8/29/2025,USA,OUTLET Orlando Vineland Premium,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1016294,1A11476,5E350,Concrete+Mid Bone+Gold,COUPE DE DIEUX BAROQUE ON COTTON JERSEY FABRIC + VERSACE OUTLINE EMBROIDERY,*,2024AI,2XL,EOS,,FP,,FW24 EOS - Aug 25 Drop
O4444UOGB18754ONUL,O4444UOGB18754ONUL@TU,249,1,4,0,FY2026,06,22,20250829,17676512,8/29/2025,USA,OUTLET Las Vegas North Premium,F,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O4444U,OGB18754,ONUL,NUL,BLACK,*,*,TU,EOS,,FP,,FW24 EOS - HOME/LIC
10122921A006214J050,10122921A006214J050@UNICA,136.5,1,3,0,FY2026,06,22,20250829,17676512,8/29/2025,USA,OUTLET Las Vegas North Premium,X,FASHION JEWELRY,Accessories,FASHION JEWELRY,NECKLACE,Versace Accessories,MEDUSA CRYSTAL,1012292,1A00621,4J050,Versace Gold-Fuchsia,METAL+STRASS,MFO,2024PE,UNICA,MFO,20250926,MD,50%,SS24 MFO Main Drop 2
1015534DVIT2T1W00V,1015534DVIT2T1W00V@UNICA,682.5,1,1,0,FY2026,06,22,20250829,17676513,8/29/2025,USA,OUTLET LA Cabazon,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,LA MEDUSA,1015534,DVIT2T,1W00V,Optical White-Versace Gold,CALF LEATHER,MFO,2024PE,UNICA,MFO,,FP,,SS24 MFO Main Drop 2
1012428D2VE1B00V,1012428D2VE1B00V@405,218.75,1,,0,FY2026,06,22,20250829,17676514,8/29/2025,USA,OUTLET LA Cabazon,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,MEDUSA 95,1012428,D2VE,1B00V,Black-Versace Gold,CALF LEATHER,*,2024AI,405,EOS,20250529,MD,50%,FW24 DTO-Sept 24 Drop
O4361O4018753ONUL,O4361O4018753ONUL@TU,380,1,8,0,FY2026,06,22,20250829,17676515,8/29/2025,USA,OUTLET Orlando Vineland Premium,X,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O4361,O4018753,ONUL,NUL,WHITE,*,*,TU,EOS,,FP,,FP BIGGIES- BTQS & OUTLETS
10030161A022121B00V,10030161A022121B00V@UNICA,805,1,4,0,FY2026,06,22,20250829,17676516,8/29/2025,USA,OUTLET Chicago Fashion,F,BAGS,Accessories,BAGS,TOP HANDLE,Versace Accessories,LA MEDUSA,1003016,1A02212,1B00V,Black-Versace Gold,CALF LEATHER,*,2025AI,UNICA,EOS,,FP,,FP La Medusa Patent Top Handle- 30% off for Outlets
10143161A154236E960,10143161A154236E960@400,207.9,1,,0,FY2026,06,22,20250829,17676519,8/29/2025,USA,OUTLET Las Vegas North Premium,F,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,NEW BASKET,1014316,1A15423,6E960,Zinco+Sunset Yellow+Candy+Black,SUEDE+LEATHER+THE GREEK MONOGRAM PRINT FABRIC,MFO,2024PE,400,MFO,20250926,MD,50%,SS24 MFO Flash Drop 3
10192301A114841B00P,10192301A114841B00P@410,183.75,1,,1,FY2026,06,22,20250829,17676520,8/29/2025,USA,OUTLET North Georgia Premium,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,PIN POINT,1019230,1A11484,1B00P,Black-Palladium,LAMB LEATHER,MFO,2024PE,410,MFO,20250926,MD,60%,SS24 MFO Main Drop 1
10215751A148861B000,10215751A148861B000@400,455,1,1,0,FY2026,06,22,20250829,17676521,8/29/2025,USA,OUTLET NY Woodbury,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,CHAIN REACTION,1021575,1A14886,1B000,Black,SUEDE+CALF LEATHER +FABRIC,MFO,2025PE,400,MFO,,FP,,FW24 MFO Main Drop 0
R500008R050MLSRNUL,R500008R050MLSRNUL@TU,94,1,4,0,FY2026,06,22,20250829,17676522,8/29/2025,USA,OUTLET North Georgia Premium,M,LICENSES,Licenses,FRAGRANCES,FRAGRANCES,Versace Perfumes,-missing description-,R500008,R050MLS,RNUL,NUL,50 ML SPRAY,*,*,TU,EOS,,FP,,EOS Licenses for OUTL -OUTLETS
10147481A141481P56V,10147481A141481P56V@415,266,1,,0,FY2026,06,22,20250829,17676523,8/29/2025,USA,OUTLET Orlando Vineland Premium,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,ICON,1014748,1A14148,1P56V,Baby Pink-Versace Gold,FABRIC,MFO,2024AI,415,MFO,20250827,MD,20%,FW24 MFO Main Drop 0
O2235O10028751ONUL,O2235O10028751ONUL@TU,249,1,4,0,FY2026,06,22,20250829,17676524,8/29/2025,USA,OUTLET Chicago Fashion,M,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O2235,O10028751,ONUL,NUL,TRANSPARENT DARK GREY,*,*,TU,EOS,,FP,,FW24 EOS - HOME/LIC
10147451A139501N07V,10147451A139501N07V@360,-346.5,-1,,1,FY2026,06,22,20250829,17676525,8/29/2025,USA,OUTLET LA Cabazon,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,VIRTUS,1014745,1A13950,1N07V,Stone-Versace Gold,CALF LEATHER,MFO,2024PE,360,MFO,20250926,MD,30%,SS24 MFO Main Drop 1
10147441A139501N07V,10147441A139501N07V@360,367.5,1,,0,FY2026,06,22,20250829,17676525,8/29/2025,USA,OUTLET LA Cabazon,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,VIRTUS,1014744,1A13950,1N07V,Stone-Versace Gold,CALF LEATHER,MFO,2024PE,360,MFO,20250926,MD,50%,SS24 MFO Main Drop 1
10155411A039121RA8V,10155411A039121RA8V@UNICA,297.5,1,,0,FY2026,06,22,20250829,17676526,8/29/2025,USA,OUTLET Miami Sawgrass,F,BAGS,Accessories,BAGS,CLUTCH/EVENING,Versace Accessories,ICON,1015541,1A03912,1RA8V,Coral-Versace Gold,QUILTED LAMB+LAMB LEATHER+METAL HW,MFO,2024PE,UNICA,MFO,20250926,MD,60%,SS24 MFO Main Drop 2
10155411A139842VE7V,10155411A139842VE7V@UNICA,231,1,,0,FY2026,06,22,20250829,17676526,8/29/2025,USA,OUTLET Miami Sawgrass,F,BAGS,Accessories,BAGS,CLUTCH/EVENING,Versace Accessories,ICON,1015541,1A13984,2VE7V,Pale Blue+White-Versace Gold,FABRIC+CALF LEATHER,MFO,2024PE,UNICA,MFO,20250926,MD,70%,SS24 MFO Main Drop 2
